geo,nace_r2,anno,occupati_migliaia
FR,B-E,1993,3918
FR,B-E,1994,3823
FR,B-E,1995,3832
FR,B-E,1996,3804
FR,B-E,1997,3770
FR,B-E,1998,3767
FR,B-E,1999,3751
FR,B-E,2000,3771
FR,B-E,2001,3788
FR,B-E,2002,3724
FR,B-E,2003,3648
FR,B-E,2004,3536
FR,B-E,2005,3467
FR,B-E,2006,3405
FR,B-E,2007,3370
FR,B-E,2008,3325
FR,B-E,2009,3184
FR,B-E,2010,3052
FR,B-E,2011,3035
FR,B-E,2012,3023
FR,B-E,2013,2997
FR,B-E,2014,2980
FR,B-E,2015,2927
FR,B-E,2016,2914
FR,B-E,2017,2894
FR,B-E,2018,2897
FR,B-E,2019,2985
FR,B-E,2020,2979
FR,B-E,2021,2997
FR,B-E,2022,3043
FR,B-E,2023,3076
FR,B-E,2024,3103
FR,B-E,2025,3105
FR,C,1975,5083
FR,C,1976,5074
FR,C,1977,5076
FR,C,1978,5027
FR,C,1979,4948
FR,C,1980,4887
FR,C,1981,4724
FR,C,1982,4645
FR,C,1983,4555
FR,C,1984,4408
FR,C,1985,4286
FR,C,1986,4201
FR,C,1987,4094
FR,C,1988,4028
FR,C,1989,4043
FR,C,1990,4053
FR,C,1991,3987
FR,C,1992,3851
FR,C,1993,3671
FR,C,1994,3576
FR,C,1995,3584
FR,C,1996,3556
FR,C,1997,3520
FR,C,1998,3517
FR,C,1999,3499
FR,C,2000,3509
FR,C,2001,3524
FR,C,2002,3460
FR,C,2003,3385
FR,C,2004,3272
FR,C,2005,3201
FR,C,2006,3138
FR,C,2007,3103
FR,C,2008,3067
FR,C,2009,2921
FR,C,2010,2785
FR,C,2011,2768
FR,C,2012,2753
FR,C,2013,2723
FR,C,2014,2707
FR,C,2015,2653
FR,C,2016,2639
FR,C,2017,2623
FR,C,2018,2624
FR,C,2019,2705
FR,C,2020,2694
FR,C,2021,2710
FR,C,2022,2754
FR,C,2023,2782
FR,C,2024,2803
FR,C,2025,2799
FR,F,1975,1925
FR,F,1976,1927
FR,F,1977,1935
FR,F,1978,1910
FR,F,1979,1916
FR,F,1980,1936
FR,F,1981,1918
FR,F,1982,1879
FR,F,1983,1813
FR,F,1984,1706
FR,F,1985,1661
FR,F,1986,1670
FR,F,1987,1689
FR,F,1988,1720
FR,F,1989,1766
FR,F,1990,1785
FR,F,1991,1762
FR,F,1992,1673
FR,F,1993,1577
FR,F,1994,1532
FR,F,1995,1524
FR,F,1996,1488
FR,F,1997,1449
FR,F,1998,1437
FR,F,1999,1463
FR,F,2000,1523
FR,F,2001,1567
FR,F,2002,1605
FR,F,2003,1616
FR,F,2004,1641
FR,F,2005,1712
FR,F,2006,1786
FR,F,2007,1869
FR,F,2008,1924
FR,F,2009,1926
FR,F,2010,1898
FR,F,2011,1899
FR,F,2012,1895
FR,F,2013,1888
FR,F,2014,1874
FR,F,2015,1827
FR,F,2016,1786
FR,F,2017,1774
FR,F,2018,1798
FR,F,2019,1852
FR,F,2020,1913
FR,F,2021,1994
FR,F,2022,2031
FR,F,2023,2037
FR,F,2024,2018
FR,F,2025,2002
FR,G-I,1975,4279
FR,G-I,1976,4352
FR,G-I,1977,4411
FR,G-I,1978,4452
FR,G-I,1979,4498
FR,G-I,1980,4532
FR,G-I,1981,4567
FR,G-I,1982,4630
FR,G-I,1983,4679
FR,G-I,1984,4671
FR,G-I,1985,4641
FR,G-I,1986,4681
FR,G-I,1987,4764
FR,G-I,1988,4849
FR,G-I,1989,4925
FR,G-I,1990,4975
FR,G-I,1991,4972
FR,G-I,1992,4934
FR,G-I,1993,4889
FR,G-I,1994,4908
FR,G-I,1995,4962
FR,G-I,1996,5003
FR,G-I,1997,5045
FR,G-I,1998,5141
FR,G-I,1999,5277
FR,G-I,2000,5450
FR,G-I,2001,5600
FR,G-I,2002,5704
FR,G-I,2003,5790
FR,G-I,2004,5820
FR,G-I,2005,5828
FR,G-I,2006,5832
FR,G-I,2007,5905
FR,G-I,2008,5947
FR,G-I,2009,5892
FR,G-I,2010,5944
FR,G-I,2011,5985
FR,G-I,2012,6035
FR,G-I,2013,5981
FR,G-I,2014,5983
FR,G-I,2015,6033
FR,G-I,2016,6057
FR,G-I,2017,6168
FR,G-I,2018,6267
FR,G-I,2019,6361
FR,G-I,2020,6354
FR,G-I,2021,6488
FR,G-I,2022,6658
FR,G-I,2023,6729
FR,G-I,2024,6777
FR,G-I,2025,6813
FR,TOTAL,1975,21832
FR,TOTAL,1976,22015
FR,TOTAL,1977,22213
FR,TOTAL,1978,22347
FR,TOTAL,1979,22501
FR,TOTAL,1980,22608
FR,TOTAL,1981,22593
FR,TOTAL,1982,22656
FR,TOTAL,1983,22638
FR,TOTAL,1984,22528
FR,TOTAL,1985,22487
FR,TOTAL,1986,22601
FR,TOTAL,1987,22805
FR,TOTAL,1988,23030
FR,TOTAL,1989,23434
FR,TOTAL,1990,23650
FR,TOTAL,1991,23711
FR,TOTAL,1992,23571
FR,TOTAL,1993,23342
FR,TOTAL,1994,23471
FR,TOTAL,1995,23712
FR,TOTAL,1996,23852
FR,TOTAL,1997,24040
FR,TOTAL,1998,24463
FR,TOTAL,1999,25058
FR,TOTAL,2000,25690
FR,TOTAL,2001,26059
FR,TOTAL,2002,26188
FR,TOTAL,2003,26197
FR,TOTAL,2004,26232
FR,TOTAL,2005,26413
FR,TOTAL,2006,26702
FR,TOTAL,2007,27089
FR,TOTAL,2008,27228
FR,TOTAL,2009,26922
FR,TOTAL,2010,26948
FR,TOTAL,2011,27156
FR,TOTAL,2012,27253
FR,TOTAL,2013,27305
FR,TOTAL,2014,27452
FR,TOTAL,2015,27521
FR,TOTAL,2016,27720
FR,TOTAL,2017,28047
FR,TOTAL,2018,28328
FR,TOTAL,2019,28662
FR,TOTAL,2020,28645
FR,TOTAL,2021,29395
FR,TOTAL,2022,30064
FR,TOTAL,2023,30395
FR,TOTAL,2024,30623
FR,TOTAL,2025,30657
IT,A,1975,NA
IT,A,1976,NA
IT,A,1977,NA
IT,A,1978,NA
IT,A,1979,NA
IT,A,1980,NA
IT,A,1981,NA
IT,A,1982,NA
IT,A,1983,NA
IT,A,1984,NA
IT,A,1985,NA
IT,A,1986,NA
IT,A,1987,NA
IT,A,1988,NA
IT,A,1989,NA
IT,A,1990,NA
IT,A,1991,NA
IT,A,1992,NA
IT,A,1993,NA
IT,A,1994,NA
IT,A,1995,1243.2
IT,A,1996,1193.2
IT,A,1997,1176.7
IT,A,1998,1120.2
IT,A,1999,1058.9
IT,A,2000,1047.3
IT,A,2001,1053.7
IT,A,2002,1030.1
IT,A,2003,992.5
IT,A,2004,999.5
IT,A,2005,982.3
IT,A,2006,1000.6
IT,A,2007,968.2
IT,A,2008,946.1
IT,A,2009,924.7
IT,A,2010,942
IT,A,2011,925
IT,A,2012,912.7
IT,A,2013,895
IT,A,2014,903.2
IT,A,2015,921.5
IT,A,2016,952
IT,A,2017,940.9
IT,A,2018,964.4
IT,A,2019,959.3
IT,A,2020,939.6
IT,A,2021,937.8
IT,A,2022,940.2
IT,A,2023,942.9
IT,A,2024,945.3
IT,A,2025,951
IT,B-E,1975,NA
IT,B-E,1976,NA
IT,B-E,1977,NA
IT,B-E,1978,NA
IT,B-E,1979,NA
IT,B-E,1980,NA
IT,B-E,1981,NA
IT,B-E,1982,NA
IT,B-E,1983,NA
IT,B-E,1984,NA
IT,B-E,1985,NA
IT,B-E,1986,NA
IT,B-E,1987,NA
IT,B-E,1988,NA
IT,B-E,1989,NA
IT,B-E,1990,NA
IT,B-E,1991,NA
IT,B-E,1992,NA
IT,B-E,1993,NA
IT,B-E,1994,NA
IT,B-E,1995,4824.5
IT,B-E,1996,4776
IT,B-E,1997,4759.4
IT,B-E,1998,4842.3
IT,B-E,1999,4815.5
IT,B-E,2000,4790
IT,B-E,2001,4780.4
IT,B-E,2002,4815
IT,B-E,2003,4849.3
IT,B-E,2004,4797.3
IT,B-E,2005,4764.9
IT,B-E,2006,4816.5
IT,B-E,2007,4839.8
IT,B-E,2008,4791.1
IT,B-E,2009,4570
IT,B-E,2010,4408.2
IT,B-E,2011,4379.2
IT,B-E,2012,4311.2
IT,B-E,2013,4190.4
IT,B-E,2014,4116.7
IT,B-E,2015,4083.7
IT,B-E,2016,4122.4
IT,B-E,2017,4145.7
IT,B-E,2018,4189.5
IT,B-E,2019,4220.5
IT,B-E,2020,4138.4
IT,B-E,2021,4149.4
IT,B-E,2022,4209.4
IT,B-E,2023,4275.9
IT,B-E,2024,4311.5
IT,B-E,2025,4286.9
IT,C,1975,NA
IT,C,1976,NA
IT,C,1977,NA
IT,C,1978,NA
IT,C,1979,NA
IT,C,1980,NA
IT,C,1981,NA
IT,C,1982,NA
IT,C,1983,NA
IT,C,1984,NA
IT,C,1985,NA
IT,C,1986,NA
IT,C,1987,NA
IT,C,1988,NA
IT,C,1989,NA
IT,C,1990,NA
IT,C,1991,NA
IT,C,1992,NA
IT,C,1993,NA
IT,C,1994,NA
IT,C,1995,4553.8
IT,C,1996,4500.3
IT,C,1997,4485.4
IT,C,1998,4563.8
IT,C,1999,4530.1
IT,C,2000,4499.6
IT,C,2001,4489.4
IT,C,2002,4518.8
IT,C,2003,4551.9
IT,C,2004,4503.3
IT,C,2005,4463.1
IT,C,2006,4501.7
IT,C,2007,4527.3
IT,C,2008,4480.3
IT,C,2009,4258.5
IT,C,2010,4097.7
IT,C,2011,4066.9
IT,C,2012,3991.8
IT,C,2013,3877.3
IT,C,2014,3804.2
IT,C,2015,3771
IT,C,2016,3806.1
IT,C,2017,3828.4
IT,C,2018,3867.3
IT,C,2019,3893.3
IT,C,2020,3812.5
IT,C,2021,3820
IT,C,2022,3874
IT,C,2023,3929.3
IT,C,2024,3954.7
IT,C,2025,3922.6
IT,F,1975,NA
IT,F,1976,NA
IT,F,1977,NA
IT,F,1978,NA
IT,F,1979,NA
IT,F,1980,NA
IT,F,1981,NA
IT,F,1982,NA
IT,F,1983,NA
IT,F,1984,NA
IT,F,1985,NA
IT,F,1986,NA
IT,F,1987,NA
IT,F,1988,NA
IT,F,1989,NA
IT,F,1990,NA
IT,F,1991,NA
IT,F,1992,NA
IT,F,1993,NA
IT,F,1994,NA
IT,F,1995,1409.4
IT,F,1996,1400.7
IT,F,1997,1408.8
IT,F,1998,1392.1
IT,F,1999,1429.7
IT,F,2000,1468.7
IT,F,2001,1574.9
IT,F,2002,1619.2
IT,F,2003,1685.5
IT,F,2004,1744.8
IT,F,2005,1836.2
IT,F,2006,1865.3
IT,F,2007,1935
IT,F,2008,1940.5
IT,F,2009,1917.5
IT,F,2010,1883
IT,F,2011,1838.5
IT,F,2012,1746.6
IT,F,2013,1614.4
IT,F,2014,1549
IT,F,2015,1528
IT,F,2016,1527.7
IT,F,2017,1513.6
IT,F,2018,1512.6
IT,F,2019,1514.1
IT,F,2020,1539
IT,F,2021,1623.1
IT,F,2022,1732.4
IT,F,2023,1773.8
IT,F,2024,1840.2
IT,F,2025,1897.8
IT,G-I,1975,NA
IT,G-I,1976,NA
IT,G-I,1977,NA
IT,G-I,1978,NA
IT,G-I,1979,NA
IT,G-I,1980,NA
IT,G-I,1981,NA
IT,G-I,1982,NA
IT,G-I,1983,NA
IT,G-I,1984,NA
IT,G-I,1985,NA
IT,G-I,1986,NA
IT,G-I,1987,NA
IT,G-I,1988,NA
IT,G-I,1989,NA
IT,G-I,1990,NA
IT,G-I,1991,NA
IT,G-I,1992,NA
IT,G-I,1993,NA
IT,G-I,1994,NA
IT,G-I,1995,5331.7
IT,G-I,1996,5379
IT,G-I,1997,5375.2
IT,G-I,1998,5418
IT,G-I,1999,5534.7
IT,G-I,2000,5689.6
IT,G-I,2001,5835
IT,G-I,2002,5896.1
IT,G-I,2003,6006.2
IT,G-I,2004,6020.9
IT,G-I,2005,6028.9
IT,G-I,2006,6187.4
IT,G-I,2007,6296.4
IT,G-I,2008,6326.4
IT,G-I,2009,6218.1
IT,G-I,2010,6199.8
IT,G-I,2011,6256.2
IT,G-I,2012,6282.5
IT,G-I,2013,6179.3
IT,G-I,2014,6187.1
IT,G-I,2015,6260.3
IT,G-I,2016,6414.6
IT,G-I,2017,6600.4
IT,G-I,2018,6650.5
IT,G-I,2019,6718.9
IT,G-I,2020,6353.8
IT,G-I,2021,6367.3
IT,G-I,2022,6525.3
IT,G-I,2023,6745.5
IT,G-I,2024,6894.5
IT,G-I,2025,6968
IT,TOTAL,1975,NA
IT,TOTAL,1976,NA
IT,TOTAL,1977,NA
IT,TOTAL,1978,NA
IT,TOTAL,1979,NA
IT,TOTAL,1980,NA
IT,TOTAL,1981,NA
IT,TOTAL,1982,NA
IT,TOTAL,1983,NA
IT,TOTAL,1984,NA
IT,TOTAL,1985,NA
IT,TOTAL,1986,NA
IT,TOTAL,1987,NA
IT,TOTAL,1988,NA
IT,TOTAL,1989,NA
IT,TOTAL,1990,NA
IT,TOTAL,1991,NA
IT,TOTAL,1992,NA
IT,TOTAL,1993,NA
IT,TOTAL,1994,NA
IT,TOTAL,1995,21670.5
IT,TOTAL,1996,21802.9
IT,TOTAL,1997,21879.4
IT,TOTAL,1998,22107.7
IT,TOTAL,1999,22362.1
IT,TOTAL,2000,22807.9
IT,TOTAL,2001,23242.9
IT,TOTAL,2002,23663.6
IT,TOTAL,2003,24048.9
IT,TOTAL,2004,24183.1
IT,TOTAL,2005,24306.5
IT,TOTAL,2006,24788.7
IT,TOTAL,2007,25102.2
IT,TOTAL,2008,25158.3
IT,TOTAL,2009,24736.5
IT,TOTAL,2010,24594.3
IT,TOTAL,2011,24654.3
IT,TOTAL,2012,24592.6
IT,TOTAL,2013,24144
IT,TOTAL,2014,24145.4
IT,TOTAL,2015,24303.2
IT,TOTAL,2016,24650.9
IT,TOTAL,2017,24940.8
IT,TOTAL,2018,25194
IT,TOTAL,2019,25349
IT,TOTAL,2020,24830.1
IT,TOTAL,2021,25069.4
IT,TOTAL,2022,25550.4
IT,TOTAL,2023,26077.7
IT,TOTAL,2024,26544.6
IT,TOTAL,2025,26835.1
