DATAFLOW,LAST UPDATE,freq,unit,quantile,reason,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,FR,2010-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,IT,2010-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,UK,2010-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,DE,2010-01-01,1.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,ES,2010-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,EU27_2020,2010-01-01,2.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,FR,2010-01-01,1.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,IT,2010-01-01,3.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,UK,2010-01-01,0.0,n,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,DE,2010-01-01,1.8,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,ES,2010-01-01,0.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,EU27_2020,2010-01-01,3.5,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,FR,2010-01-01,1.9,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,IT,2010-01-01,5.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,UK,2010-01-01,1.0,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,DE,2011-01-01,0.4,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,ES,2011-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,EU27_2020,2011-01-01,0.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,FR,2011-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,IT,2011-01-01,0.0,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,UK,2011-01-01,0.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,DE,2011-01-01,3.4,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,ES,2011-01-01,0.8,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,EU27_2020,2011-01-01,5.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,FR,2011-01-01,5.0,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,IT,2011-01-01,9.9,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,UK,2011-01-01,0.0,n,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,DE,2011-01-01,4.8,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,ES,2011-01-01,1.0,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,EU27_2020,2011-01-01,6.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,FR,2011-01-01,5.6,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,IT,2011-01-01,10.6,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,UK,2011-01-01,1.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,DE,2011-01-01,0.0,n,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,ES,2011-01-01,0.0,n,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,EU27_2020,2011-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,FR,2011-01-01,0.0,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,IT,2011-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,UK,2011-01-01,0.0,n,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP,Y_GE16,T,DE,2011-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP,Y_GE16,T,ES,2011-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP,Y_GE16,T,EU27_2020,2011-01-01,0.8,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP,Y_GE16,T,FR,2011-01-01,0.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP,Y_GE16,T,IT,2011-01-01,1.6,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP,Y_GE16,T,UK,2011-01-01,0.0,n,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP_TFAR_WLIST,Y_GE16,T,DE,2011-01-01,0.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP_TFAR_WLIST,Y_GE16,T,ES,2011-01-01,0.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP_TFAR_WLIST,Y_GE16,T,EU27_2020,2011-01-01,1.6,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP_TFAR_WLIST,Y_GE16,T,FR,2011-01-01,0.6,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP_TFAR_WLIST,Y_GE16,T,IT,2011-01-01,2.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP_TFAR_WLIST,Y_GE16,T,UK,2011-01-01,0.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,DE,2011-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,ES,2011-01-01,0.0,n,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,EU27_2020,2011-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,FR,2011-01-01,0.0,n,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,IT,2011-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,UK,2011-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,DE,2011-01-01,0.9,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,ES,2011-01-01,0.4,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,EU27_2020,2011-01-01,2.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,FR,2011-01-01,1.9,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,IT,2011-01-01,5.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,UK,2011-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,DE,2011-01-01,1.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,ES,2011-01-01,0.6,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,EU27_2020,2011-01-01,3.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,FR,2011-01-01,2.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,IT,2011-01-01,5.9,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,UK,2011-01-01,1.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,DE,2012-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,ES,2012-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,EU27_2020,2012-01-01,0.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,FR,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,IT,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,UK,2012-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,DE,2012-01-01,2.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,ES,2012-01-01,0.8,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,EU27_2020,2012-01-01,5.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,FR,2012-01-01,5.0,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,IT,2012-01-01,9.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,UK,2012-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,DE,2012-01-01,3.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,ES,2012-01-01,1.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,EU27_2020,2012-01-01,6.4,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,FR,2012-01-01,5.4,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,IT,2012-01-01,10.5,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,UK,2012-01-01,2.5,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,DE,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,ES,2012-01-01,0.0,n,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,EU27_2020,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,FR,2012-01-01,0.0,n,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,IT,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,UK,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP,Y_GE16,T,DE,2012-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP,Y_GE16,T,ES,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP,Y_GE16,T,EU27_2020,2012-01-01,0.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP,Y_GE16,T,FR,2012-01-01,0.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP,Y_GE16,T,IT,2012-01-01,1.6,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP,Y_GE16,T,UK,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP_TFAR_WLIST,Y_GE16,T,DE,2012-01-01,0.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP_TFAR_WLIST,Y_GE16,T,ES,2012-01-01,0.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP_TFAR_WLIST,Y_GE16,T,EU27_2020,2012-01-01,1.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP_TFAR_WLIST,Y_GE16,T,FR,2012-01-01,0.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP_TFAR_WLIST,Y_GE16,T,IT,2012-01-01,2.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TXP_TFAR_WLIST,Y_GE16,T,UK,2012-01-01,1.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,DE,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,ES,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,EU27_2020,2012-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,FR,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,IT,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TFAR,Y_GE16,T,UK,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,DE,2012-01-01,0.8,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,ES,2012-01-01,0.4,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,EU27_2020,2012-01-01,2.6,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,FR,2012-01-01,1.9,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,IT,2012-01-01,4.9,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP,Y_GE16,T,UK,2012-01-01,0.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,DE,2012-01-01,1.6,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,ES,2012-01-01,0.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,EU27_2020,2012-01-01,3.8,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,FR,2012-01-01,2.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,IT,2012-01-01,5.7,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,TOTAL,TXP_TFAR_WLIST,Y_GE16,T,UK,2012-01-01,1.4,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,DE,2013-01-01,0.5,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,ES,2013-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,EU27_2020,2013-01-01,0.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,FR,2013-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,IT,2013-01-01,0.0,n,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TFAR,Y_GE16,T,UK,2013-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,DE,2013-01-01,1.8,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,ES,2013-01-01,0.9,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,EU27_2020,2013-01-01,5.4,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,FR,2013-01-01,5.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,IT,2013-01-01,11.4,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP,Y_GE16,T,UK,2013-01-01,0.2,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,DE,2013-01-01,3.3,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,ES,2013-01-01,1.4,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,EU27_2020,2013-01-01,6.8,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,FR,2013-01-01,5.8,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,IT,2013-01-01,12.1,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU1,TXP_TFAR_WLIST,Y_GE16,T,UK,2013-01-01,1.6,,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,DE,2013-01-01,0.0,n,
ESTAT:HLTH_SILC_08(1.0),08/06/26 23:00:00,A,PC,QU5,TFAR,Y_GE16,T,ES,2013-01-01,0.0,n,
