"Provincia","Comune","Cognome","Nome","Lista","Voti"
"COSENZA","ACQUAPPESA","OCCHIUTO","ROBERTO","NOI MODERATI",13
"COSENZA","ACQUAPPESA","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",3
"COSENZA","ACQUAPPESA","OCCHIUTO","ROBERTO","FORZA AZZURRI",0
"COSENZA","ACQUAPPESA","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",0
"COSENZA","ACQUAPPESA","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",79
"COSENZA","ACQUAPPESA","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",68
"COSENZA","ACQUAPPESA","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",66
"COSENZA","ACQUAPPESA","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",28
"COSENZA","ACQUAPPESA","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",14
"COSENZA","ACQUAPPESA","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",14
"COSENZA","ACQUAPPESA","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",5
"COSENZA","ACRI","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",2625
"COSENZA","ACRI","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",1010
"COSENZA","ACRI","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",569
"COSENZA","ACRI","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",421
"COSENZA","ACRI","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",380
"COSENZA","ACRI","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",298
"COSENZA","ACRI","OCCHIUTO","ROBERTO","FORZA ITALIA",1720
"COSENZA","ACRI","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",913
"COSENZA","ACRI","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",433
"COSENZA","ACRI","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",421
"COSENZA","ACRI","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",268
"COSENZA","ACRI","OCCHIUTO","ROBERTO","NOI MODERATI",22
"COSENZA","ACRI","OCCHIUTO","ROBERTO","FORZA AZZURRI",19
"COSENZA","ACRI","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",2
"COSENZA","ACRI","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",35
"COSENZA","AIELLO CALABRO","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",426
"COSENZA","AIELLO CALABRO","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",43
"COSENZA","AIELLO CALABRO","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",35
"COSENZA","AIELLO CALABRO","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",27
"COSENZA","AIELLO CALABRO","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",7
"COSENZA","AIELLO CALABRO","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",4
"COSENZA","AIELLO CALABRO","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",103
"COSENZA","AIELLO CALABRO","OCCHIUTO","ROBERTO","FORZA ITALIA",97
"COSENZA","AIELLO CALABRO","OCCHIUTO","ROBERTO","FORZA AZZURRI",48
"COSENZA","AIELLO CALABRO","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",17
"COSENZA","AIELLO CALABRO","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",12
"COSENZA","AIELLO CALABRO","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",1
"COSENZA","AIELLO CALABRO","OCCHIUTO","ROBERTO","NOI MODERATI",0
"COSENZA","AIELLO CALABRO","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",0
"COSENZA","AIELLO CALABRO","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",2
"COSENZA","AIETA","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",94
"COSENZA","AIETA","OCCHIUTO","ROBERTO","FORZA ITALIA",49
"COSENZA","AIETA","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",33
"COSENZA","AIETA","OCCHIUTO","ROBERTO","NOI MODERATI",3
"COSENZA","AIETA","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",1
"COSENZA","AIETA","OCCHIUTO","ROBERTO","FORZA AZZURRI",1
"COSENZA","AIETA","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",0
"COSENZA","AIETA","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",0
"COSENZA","AIETA","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",41
"COSENZA","AIETA","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",31
"COSENZA","AIETA","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",23
"COSENZA","AIETA","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",16
"COSENZA","AIETA","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",14
"COSENZA","AIETA","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",4
"COSENZA","AIETA","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",1
"COSENZA","ALBIDONA","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",96
"COSENZA","ALBIDONA","OCCHIUTO","ROBERTO","FORZA ITALIA",68
"COSENZA","ALBIDONA","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",41
"COSENZA","ALBIDONA","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",26
"COSENZA","ALBIDONA","OCCHIUTO","ROBERTO","FORZA AZZURRI",5
"COSENZA","ALBIDONA","OCCHIUTO","ROBERTO","NOI MODERATI",3
"COSENZA","ALBIDONA","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",1
"COSENZA","ALBIDONA","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",0
"COSENZA","ALBIDONA","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",53
"COSENZA","ALBIDONA","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",39
"COSENZA","ALBIDONA","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",30
"COSENZA","ALBIDONA","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",27
"COSENZA","ALBIDONA","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",9
"COSENZA","ALBIDONA","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",4
"COSENZA","ALBIDONA","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",2
"COSENZA","ALESSANDRIA DEL CARRETTO","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",30
"COSENZA","ALESSANDRIA DEL CARRETTO","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",13
"COSENZA","ALESSANDRIA DEL CARRETTO","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",12
"COSENZA","ALESSANDRIA DEL CARRETTO","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",8
"COSENZA","ALESSANDRIA DEL CARRETTO","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",7
"COSENZA","ALESSANDRIA DEL CARRETTO","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",5
"COSENZA","ALESSANDRIA DEL CARRETTO","OCCHIUTO","ROBERTO","FORZA ITALIA",42
"COSENZA","ALESSANDRIA DEL CARRETTO","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",16
"COSENZA","ALESSANDRIA DEL CARRETTO","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",12
"COSENZA","ALESSANDRIA DEL CARRETTO","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",2
"COSENZA","ALESSANDRIA DEL CARRETTO","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",0
"COSENZA","ALESSANDRIA DEL CARRETTO","OCCHIUTO","ROBERTO","FORZA AZZURRI",0
"COSENZA","ALESSANDRIA DEL CARRETTO","OCCHIUTO","ROBERTO","NOI MODERATI",0
"COSENZA","ALESSANDRIA DEL CARRETTO","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",0
"COSENZA","ALESSANDRIA DEL CARRETTO","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",0
"COSENZA","ALTILIA","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",108
"COSENZA","ALTILIA","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",74
"COSENZA","ALTILIA","OCCHIUTO","ROBERTO","FORZA ITALIA",33
"COSENZA","ALTILIA","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",14
"COSENZA","ALTILIA","OCCHIUTO","ROBERTO","NOI MODERATI",7
"COSENZA","ALTILIA","OCCHIUTO","ROBERTO","FORZA AZZURRI",1
"COSENZA","ALTILIA","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",1
"COSENZA","ALTILIA","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",0
"COSENZA","ALTILIA","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",43
"COSENZA","ALTILIA","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",34
"COSENZA","ALTILIA","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",16
"COSENZA","ALTILIA","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",15
"COSENZA","ALTILIA","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",8
"COSENZA","ALTILIA","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",2
"COSENZA","ALTILIA","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",2
"COSENZA","ALTOMONTE","OCCHIUTO","ROBERTO","FORZA ITALIA",666
"COSENZA","ALTOMONTE","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",267
"COSENZA","ALTOMONTE","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",119
"COSENZA","ALTOMONTE","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",74
"COSENZA","ALTOMONTE","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",70
"COSENZA","ALTOMONTE","OCCHIUTO","ROBERTO","FORZA AZZURRI",34
"COSENZA","ALTOMONTE","OCCHIUTO","ROBERTO","NOI MODERATI",25
"COSENZA","ALTOMONTE","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",1
"COSENZA","ALTOMONTE","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",287
"COSENZA","ALTOMONTE","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",88
"COSENZA","ALTOMONTE","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",82
"COSENZA","ALTOMONTE","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",54
"COSENZA","ALTOMONTE","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",49
"COSENZA","ALTOMONTE","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",25
"COSENZA","ALTOMONTE","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",6
"COSENZA","AMANTEA","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",842
"COSENZA","AMANTEA","OCCHIUTO","ROBERTO","FORZA ITALIA",708
"COSENZA","AMANTEA","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",648
"COSENZA","AMANTEA","OCCHIUTO","ROBERTO","FORZA AZZURRI",555
"COSENZA","AMANTEA","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",226
"COSENZA","AMANTEA","OCCHIUTO","ROBERTO","NOI MODERATI",120
"COSENZA","AMANTEA","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",14
"COSENZA","AMANTEA","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",4
"COSENZA","AMANTEA","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",1115
"COSENZA","AMANTEA","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",647
"COSENZA","AMANTEA","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",469
"COSENZA","AMANTEA","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",153
"COSENZA","AMANTEA","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",65
"COSENZA","AMANTEA","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",62
"COSENZA","AMANTEA","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",80
"COSENZA","AMENDOLARA","OCCHIUTO","ROBERTO","FORZA ITALIA",332
"COSENZA","AMENDOLARA","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",82
"COSENZA","AMENDOLARA","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",68
"COSENZA","AMENDOLARA","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",65
"COSENZA","AMENDOLARA","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",19
"COSENZA","AMENDOLARA","OCCHIUTO","ROBERTO","FORZA AZZURRI",7
"COSENZA","AMENDOLARA","OCCHIUTO","ROBERTO","NOI MODERATI",7
"COSENZA","AMENDOLARA","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",1
"COSENZA","AMENDOLARA","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",149
"COSENZA","AMENDOLARA","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",90
"COSENZA","AMENDOLARA","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",64
"COSENZA","AMENDOLARA","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",59
"COSENZA","AMENDOLARA","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",52
"COSENZA","AMENDOLARA","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",10
"COSENZA","AMENDOLARA","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",8
"COSENZA","APRIGLIANO","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",250
"COSENZA","APRIGLIANO","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",189
"COSENZA","APRIGLIANO","OCCHIUTO","ROBERTO","FORZA ITALIA",179
"COSENZA","APRIGLIANO","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",60
"COSENZA","APRIGLIANO","OCCHIUTO","ROBERTO","NOI MODERATI",20
"COSENZA","APRIGLIANO","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",1
"COSENZA","APRIGLIANO","OCCHIUTO","ROBERTO","FORZA AZZURRI",1
"COSENZA","APRIGLIANO","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",0
"COSENZA","APRIGLIANO","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",176
"COSENZA","APRIGLIANO","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",117
"COSENZA","APRIGLIANO","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",97
"COSENZA","APRIGLIANO","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",89
"COSENZA","APRIGLIANO","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",41
"COSENZA","APRIGLIANO","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",12
"COSENZA","APRIGLIANO","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",6
"COSENZA","BELMONTE CALABRO","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",288
"COSENZA","BELMONTE CALABRO","OCCHIUTO","ROBERTO","FORZA ITALIA",71
"COSENZA","BELMONTE CALABRO","OCCHIUTO","ROBERTO","FORZA AZZURRI",60
"COSENZA","BELMONTE CALABRO","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",54
"COSENZA","BELMONTE CALABRO","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",18
"COSENZA","BELMONTE CALABRO","OCCHIUTO","ROBERTO","NOI MODERATI",11
"COSENZA","BELMONTE CALABRO","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",2
"COSENZA","BELMONTE CALABRO","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",1
"COSENZA","BELMONTE CALABRO","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",134
"COSENZA","BELMONTE CALABRO","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",88
"COSENZA","BELMONTE CALABRO","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",55
"COSENZA","BELMONTE CALABRO","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",45
"COSENZA","BELMONTE CALABRO","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",8
"COSENZA","BELMONTE CALABRO","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",8
"COSENZA","BELMONTE CALABRO","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",1
"COSENZA","BELSITO","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",85
"COSENZA","BELSITO","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",73
"COSENZA","BELSITO","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",71
"COSENZA","BELSITO","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",32
"COSENZA","BELSITO","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",28
"COSENZA","BELSITO","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",8
"COSENZA","BELSITO","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",85
"COSENZA","BELSITO","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",44
"COSENZA","BELSITO","OCCHIUTO","ROBERTO","FORZA ITALIA",33
"COSENZA","BELSITO","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",3
"COSENZA","BELSITO","OCCHIUTO","ROBERTO","NOI MODERATI",2
"COSENZA","BELSITO","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",0
"COSENZA","BELSITO","OCCHIUTO","ROBERTO","FORZA AZZURRI",0
"COSENZA","BELSITO","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",0
"COSENZA","BELSITO","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",2
"COSENZA","BELVEDERE MARITTIMO","OCCHIUTO","ROBERTO","FORZA ITALIA",1449
"COSENZA","BELVEDERE MARITTIMO","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",407
"COSENZA","BELVEDERE MARITTIMO","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",344
"COSENZA","BELVEDERE MARITTIMO","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",81
"COSENZA","BELVEDERE MARITTIMO","OCCHIUTO","ROBERTO","NOI MODERATI",28
"COSENZA","BELVEDERE MARITTIMO","OCCHIUTO","ROBERTO","FORZA AZZURRI",26
"COSENZA","BELVEDERE MARITTIMO","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",9
"COSENZA","BELVEDERE MARITTIMO","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",1
"COSENZA","BELVEDERE MARITTIMO","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",351
"COSENZA","BELVEDERE MARITTIMO","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",315
"COSENZA","BELVEDERE MARITTIMO","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",307
"COSENZA","BELVEDERE MARITTIMO","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",306
"COSENZA","BELVEDERE MARITTIMO","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",117
"COSENZA","BELVEDERE MARITTIMO","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",78
"COSENZA","BELVEDERE MARITTIMO","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",15
"COSENZA","BIANCHI","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",120
"COSENZA","BIANCHI","OCCHIUTO","ROBERTO","FORZA ITALIA",115
"COSENZA","BIANCHI","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",85
"COSENZA","BIANCHI","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",22
"COSENZA","BIANCHI","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",1
"COSENZA","BIANCHI","OCCHIUTO","ROBERTO","FORZA AZZURRI",0
"COSENZA","BIANCHI","OCCHIUTO","ROBERTO","NOI MODERATI",0
"COSENZA","BIANCHI","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",0
"COSENZA","BIANCHI","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",58
"COSENZA","BIANCHI","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",44
"COSENZA","BIANCHI","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",28
"COSENZA","BIANCHI","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",23
"COSENZA","BIANCHI","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",3
"COSENZA","BIANCHI","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",3
"COSENZA","BIANCHI","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",3
"COSENZA","BISIGNANO","TRIDICO","PASQUALE","CASA RIFORMISTA - PER LA CALABRIA - ITALIA VIVA",1077
"COSENZA","BISIGNANO","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",689
"COSENZA","BISIGNANO","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",225
"COSENZA","BISIGNANO","TRIDICO","PASQUALE","DEMOCRATICI PROGRESSISTI",200
"COSENZA","BISIGNANO","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",180
"COSENZA","BISIGNANO","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",51
"COSENZA","BISIGNANO","OCCHIUTO","ROBERTO","FORZA ITALIA",913
"COSENZA","BISIGNANO","OCCHIUTO","ROBERTO","OCCHIUTO PRESIDENTE",392
"COSENZA","BISIGNANO","OCCHIUTO","ROBERTO","FRATELLI D'ITALIA - GIORGIA MELONI",286
"COSENZA","BISIGNANO","OCCHIUTO","ROBERTO","LEGA PER SALVINI CALABRIA",175
"COSENZA","BISIGNANO","OCCHIUTO","ROBERTO","NOI MODERATI",66
"COSENZA","BISIGNANO","OCCHIUTO","ROBERTO","DEMOCRAZIA CRISTIANA UNIONE DI CENTRO",13
"COSENZA","BISIGNANO","OCCHIUTO","ROBERTO","FORZA AZZURRI",11
"COSENZA","BISIGNANO","OCCHIUTO","ROBERTO","SUD CHIAMA NORD - PER LE AUTONOMIE - PARTITO ANIMALISTA",3
"COSENZA","BISIGNANO","TOSCANO","FRANCESCO","DEMOCRAZIA SOVRANA POPOLARE",15
"COSENZA","BOCCHIGLIERO","TRIDICO","PASQUALE","PARTITO DEMOCRATICO",121
"COSENZA","BOCCHIGLIERO","TRIDICO","PASQUALE","TRIDICO PRESIDENTE",79
"COSENZA","BOCCHIGLIERO","TRIDICO","PASQUALE","MOVIMENTO 5 STELLE 2050",72
"COSENZA","BOCCHIGLIERO","TRIDICO","PASQUALE","ALLEANZA VERDI E SINISTRA",19
